title,data
대토,"토지를 수용당한 사람이 계약일 또는 해당 사업인정 고시일부터 1년 이내에 ① 농지 외의 토지는 해당 토지가 있는 특별시 · 광역시 · 도 내의 지역, 해당 토지가 있던 시 · 군 · 구와 잇닿아 있는 시 · 군 · 구 내의 지역 및 특별시 · 광역시 · 도와 잇닿아 있는 특별시 · 광역시 · 도 내의 지역,② 농지는 ①에서 정한 지역외에 소득세법에 따른 지정지역(투기지역)을 제외한 지역에서 종전의 토지와 같은 종류의 토지를 구입하는 것을 말한다. 이때 취득, 등록세를 면제해 준다.근거법은 지방세특례제한법이다."
건축물 에너지효율등급 인증 및 제로에너지건축물 인증제,"에너지성능이 높은 건축물의 건축을 확대하고, 건축물 에너지관리를 효율화하기 위하여 정부가 시행하는 제도를 말한다. 건축물의 에너지효율등급 인증 대상 건축물은 건축법에 따른 건축물로서 단독주택, 공동주택 또는 업무용 건축물, 기타 냉방 또는 난방 면적이 500제곱미터 이상인 건축물 등이 그 대상이다.인증절차는 신청서류 접수, 평가보고서 작성, 예비인증 및 본 인증 순이며, 인증 또는 예비인증을 받으려는 건축주, 건축물 소유자, 시공자는 에너지관리공단이 운영하는 인증관리시스템에서 인증기관을 선택하여 신청해야 한다. 건축물 에너지효율 인증 등급은 1+++등급부터 7등급까지의 10개 등급이 있으며 주거용 건축물과 주거용 이외의 건축물로 구분된다.주거용 건축물(주거용 이외의 건축물)은 연간 단위면적당 1차 에너지소요량(kWh/m2 · 년)을 기준으로 60 미만(80 미만)이면 1+++등급, 60 이상 90 미만(80 이상 140미만)은 1++등급, 90 이상 120 미만(140 이상 200미만)은 1+등급, 120 이상 150 미만(200 이상 260미만)은 1등급, 150 이상 190 미만(260 이상 320 미만)은 2등급, 190 이상 230 미만(320 이상 380 미만)은 3등급, 230 이상 270 미만(380 이상 450 미만)은 4등급, 270 이상 320 미만(450 이상 520 미만)은 5등급, 320 이상 370 미만(520 이상 610 미만)은 6등급, 370 이상 420 미만(610 이상 700 미만)은 7등급이다.단위면적당 1차에너지 소요량 = 각각의 에너지가 요구되는 해당건축물 공간의 바닥 단위면적당 난방, 냉방, 급탕, 조명, 환기시스템에서 소요되는 에너지량. 제로에너지건축물 인증등급은 1등급부터 5등급까지의 5개 등급이 있다. 에너지자립률 100% 이상 1등급, 80% 이상 ~ 100% 미만은 2등급, 60% 이상 ~ 80% 미만은 3등급, 40% 이상 ~ 60% 미만은 4등급, 20% 이상 ~ 40% 미만은 5등급이다.제로에너지건축물인증등급인 에너지자립률은 단위면적당 1차에너지생산량/단위면적당 1차에너지소비량×100. 인증을 받은 사실의 홍보는 건축물과 직접 관련 있는 인쇄물, 광고물 등에 사용할 수 있으며, 이 경우 인증범위, 인증기관명, 인증일자, 인증등급을 반드시 포함해야 하며, 예비인증의 경우에는 건축물의 완공 후 최종 등급이 달라질 수 있음을 동시에 알려야 한다.일정수준 이상의 인증등급을 획득한 건축물은 개별 법령에 따라 제도적 · 재정적 지원을 받을 수 있다. 근거는 건축물에너지효율등급 인증 및 제로에너지건축물 인증기준이다."
채무자,"다른 사람(채권자)에게 빚을 진 사람을 채무자라 한다. 은행에서 집을 담보로 돈을 얻어 쓴 사람은 빚을 갚아야 할 의무가 있는 사람이며 이 자를 채무자라 한다. 하나의 채권 전부를 여러 사람의 보증인이 각자의 행위로 보증채무 의무를 졌을 때, 이들을 공동채무자라 한다.공동채무자 가운데 한 사람이 모두 갚아버리면 다른 채무자의 채무는 소멸된다. 채권자는 공동 채무자의 한 사람에게만 채무의 전부 또는 일부의 이행을 청구할 수 있고 모든 채무자에게 동시에 또는 순차로 채무이행을 청구할 수 있다. 따라서 공동채무자 한 사람의 법률행위의 무효 또는 취소의 원인은 다른 채무자의 채무에 영향을 미치지 않는다."
법정기일,"세법에서 법정기일이라 함은 다음 중 어느 하나에 해당하는 기일을 말한다.즉 ① 과세표준과세액의 신고에 의하여 납세의무가 확정되는 국세(중간예납하는 법인세와 예정신고 납부하는 부가가치세 및 소득세를 포함한다)에서 신고한 당해 세액에 대하여는 그 신고일,② 과세표준과 세액을 정부가 결정 · 경정 또는 수시부과 결정하는 경우에 고지한 해당 세액에 대하여는 그 납세고지서의 발송일,③ 원천징수의무자 또는 납세조합으로부터 징수하는 국세와 인지세에 있어서는 그 납세의무의 확정일,④ 제2차 납세의무자(보증인을 포함한다)의 재산에서 국세를 징수하는 경우에는 납부통지서의 발송일,⑤ 양도담보재산에서 국세를 징수하는 경우에는 납부통지서의 발송일,⑥ 납세자의 재산을 압류한 경우에 그 압류와 관련하여 확정된 세액에 대하여는 그 압류등기일 또는 등록일.근거법은 국세기본법, 지방세법, 국세징수법이다."
공공분양주택,"국민주택 중 하나로 전용면적 85m2 이하의 규모로 건설 · 공급하는 분양주택을 말한다. 토지주택공사나 지방공사(예, 경기도시공사)가 공급하는 보금자리주택이 있다. 공공이 분양하는 주택을 분양받으려면 주택청약종합저축에 가입하여 청약신청자격을 갖춰야 한다.이후 아파트 공급계획에 따라 입주자 모집공고를 낼 때 이것을 확인하여 청약자격 순위에 따라 신청일에 청약해야 한다. 청약은 인터넷 또는 모델하우스 등 신청 장소에서 직접 할 수 있다. 그리고 주택공급규칙에 정해놓은 입주자선정 방법에 따라 입주자를 선정한다."
불가분성,"담보물권자는 피담보채권의 전부의 변제를 받을 때까지 목적물 전부의 권리를 행사할 수 있는 원칙을 말한다. 즉 피담보채권의 일부가 변제, 상계, 혼동, 경개, 면제 등으로 소멸하더라도 잔액이 있는 한 담보물의 전부에 담보물권의 효력이 미친다는 원칙으로, 담보물권의 효력을 강화하기 위하여 인정되는 것으로 모든 담보물권에 인정된다."
접경지역,"1953년 7월 27일 체결된 '군사정전에 관한 협정'에 따라 설치된 비무장지대 또는 해상의 북방한계선과 잇닿아 있는 인천광역시 강화군, 옹진군, 경기도 김포시, 파주시, 연천군, 강원도 철원군, 화천군, 양구군, 인제군, 고성군과 '군사기지 및 군사시설 보호법'(제2조제7호)에 따른 민간인통제선 이남(以南)의 지역 중 민간인통제선과 거리 및 지리적 여건 등을 기준으로 정하는 경기도 고양시, 양주시, 동두천시, 포천시, 강원도 춘천시를 말한다.다만, 비무장지대는 제외하되 비무장지대 내 경기도 파주시 군내면에 위치한 집단취락지역은 접경지역으로 본다.근거법은 접경지역지원특별법이다."
공동주택관리규약,"입주자 및 사용자(세입자 등)를 보호하고 주거생활의 질서를 유지하기 위하여 공동주택을 관리 또는 사용하는 데 준거가 되는 관리규약의 준칙을 말한다. 공동주택관리규약은 각 시 · 도지사가 준칙으로 정해야 하며, 입주자등 외의 자의 기본적인 권리를 침해하는 사항이 포함되어서는 않된다. 이렇게 제정해 배포한 표준관리규약을 참조하여 각 아파트 단지 마다 관리규약을 정하고 있으니, 대부분 유사하다.이 규약은 관리주체가 보관하여 입주자 또는 사용자(세입자 등)가 관리주체(관리사무소장 등)가 열람을 청구하거나 자기 비용으로 복사를 요구할 때는 이에 응해야 한다. 공동주택관리규약 준칙의 내용에 포함되는 내용은 다음과 같은 것이 있다.1) 입주자등의 권리 및 의무,2) 입주자대표회의의 구성 · 운영과 그 구성원의 의무 및 책임,3) 동별 대표자의 선거구 · 선출절차와 해임 사유 · 절차 등에 관한 사항,4) 선거관리위원회의 구성 · 운영 · 업무 · 경비, 위원의 선임 · 해임 및 임기 등에 관한 사항,5)입주자대표회의의 소집절차, 임원의 해임 사유 · 절차 등에 관한 사항,6) 입주자대표회의의 운영비의 용도 및 사용금액,7) 자치관리기구의 구성 · 운영 및 관리사무소장과 그 소속 직원의 자격요건 · 인사 · 보수 · 책임,8) 입주자대표회의 또는 관리주체가 작성 · 보관하는 자료의 종류 및 그 열람방법 등에 관한 사항,9) 위 · 수탁관리계약에 관한 사항,10) 공동주택관리법 시행령 제19조 제2항 각호 행위에 대한 관리주체의 동의기준,11) 관리비예치금의 관리 및 운용방법,12) 관리비 등의 세대별부담액 산정방법 및 징수 · 보관 · 예치 · 사용절차,13) 관리비 등을 납부하지 아니한 자에 대한 조치 및 가산금의 부과,14) 장기수선충당금의 요율 및 사용절차,15) 회계관리 및 회계감사에 관한 사항,16) 회계관계 임직원의 책임 및 의무(재정보증에 관한 사항을 포함한다),17) 각종 공사 및 용역의 발주와 물품구입의 절차,18) 관리 등으로 인하여 발생한 수입의 용도 및 사용절차,19) 공동주택의 관리책임 및 비용부담,20) 관리규약을 위반한 자 및 공동생활의 질서를 문란하게 한 자에 대한 조치,21) 공동주택의 어린이집 임대계약(지방자치단체에 무상임대하는 것을 포함한다)시 임차인 선정기준,22) 공동주택의 층간소음(아이들이 뛰는 소리, 문을 닫는 소리, 애완견이 짖는 소리, 늦은 시간이나 이른 시간에 세탁기 · 청소기 · 골프연습기 · 운동기구 등을 사용하는 소리, 화장실과 부엌에서 물을 내리는 소리 등을 말한다)에 관한 사항,23) 주민운동시설의 위탁에 따른 방법 또는 절차에 관한 사항,24) 주민공동시설을 인근 공동주택단지 입주자등도 이용할 수 있도록 허용하는 경우 그 기준,25) 분양주택과 임대주택이 혼합된 혼합주택단지의 관리에 관한 사항,26) 전자투표의 본인확인 방법에 관한 사항,27) 공동주택의 주차장 임대계약 등에 대한 기준,28)그 밖에 공동주택의 관리에 필요한 사항. 근거법은 공동주택관리법 시행령이다."
대위등기,"채권자가 등기권리자 또는 등기의무자를 대신하여 하는 등기를 말한다. 채무자가 채무회피를 목적으로 미등기한 부동산에 채권자가 등기하여 권리행사를 할 수 있게 하는 것이다. 채무자를 대위(代位)하여 등기를 신청할 때는 신청서에 채권자와 채무자의 성명 또는 명칭, 주소 또는 사무소와 대위원인을 적고 대위원인을 증명하는 서면을 첨부해야 한다."
자산유동화,"부동산, 매출채권, 유가증권, 저당채권 등과 같이 유동성은 떨어지나 재산 가치가 높은 유 · 무형의 유동화자산을 기초로 유동화 증권을 발행하여 유통시키는 방법으로 대상자산의 유동성을 높이는 일련의 행위를 말한다.자산을 유동화 하는 이유는 자산보유자의 파산위험으로부터 자산만을 분리하여 자금을 조달하므로 조달비용을 절감할 수 있고, 금융기관의 경우 위험자산을 매각하는 효과를 얻을 수 있으므로 BIS비율 개선 등 재무구조를 개선하는데 있다. 현재 '증권화'의 개념은 '자산의 유동화'와 거의 혼용되고 있으며, 법률적으로도 '유동화'라는 표현을 주로 쓴다.그러나 유동화는 자산의 양도에 의한 투입자금의 회수라는 폭넓은 의미임에 비하여, 증권화는 양도되는 자산을 ABS로 가공하여 불특정 다수의 투자자간에 유가증권성을 부여하는 것이므로 유동화보다 더욱 발전된 형태라 할 수 있다. 아울러 전문금융업자가 아닌 일반투자자와 대중을 목표로 하므로 금융 중개비용 부담이 적어지는 이점이 있다."
부동산개발전문인력,"부동산개발업의 전문성을 제고하고 소비자를 보호하기 위하여 부동산개발 전문인력을 법률 · 금융 · 개발실무 등의 분야의 경력 등을 갖춘 자로, 일정 교육기관이 실시하는 부동산개발에 관한 교육과정을 이수한 자를 말한다.사전교육 기관은 부동산개발 관련 교육과정이 개설된 대학, 부동산개발 및 관련 분야의 교육에 관한 전문성이 있는 공공기관, 부동산개발업자단체 및 소속 연구기관, 국토교통부 소속 교육기관 중에서 국토교통부장관이 지정 · 고시한 기관이다.또한 교육과정에는 부동산개발에 관한 법률 · 조세 · 회계 등 제도와 관련된 사항, 부동산개발에 필요한 자금조달 및 부동산개발사례 분석 등에 관련된 사항, 그 밖에 부동산개발 및 부동산개발업의 운영과 관련된 사항이 포함된다.구체적인 교육과정 및 자격분야별 면제 대상 등은 국토교통부장관이 정하여 고시하며, 사전교육의 교육시간은 60시간 이상 80시간 이하의 범위에서 국토교통부장관이 정하여 고시한다. 관련은 부동산개발업의 관리 및 육성에 관한 법률이다."
상속인,"피상속인의 사망 또는 실종선고로 상속재산을 물려받는 사람을 말한다. 상속은 1순위로 피상속인의 직계비속 · 배우자, 2순위로 피상속인의 직계존속 · 배우자, 3순위로 피상속인의 형제자매, 4순위로 피상속인의 4촌 이내의 방계혈족의 순서로 상속받는다. 상속인은 사람이어야 하며, 법인은 상속을 받을 수 없고 유증만 받을 수 있다.태아(胎兒), 이성동복(異姓同腹)의 형제, 이혼 소송 중인 배우자, 인지(認知)된 혼외자(婚外子), 양자(養子), 친양자(親養子), 양부모(養父母), 친양부모(親養父母), 양자를 보낸 친생부모(親生父母), 북한에 있는 상속인, 외국국적을 가지고 있는 상속인도 상속인이 될 수 있다.고의로 직계존속, 피상속인, 그 배우자 또는 상속의 선순위나 동순위에 있는 사람을 살해하거나 살해하려한 사람, 고의로 직계존속, 피상속인과 그 배우자에게 상해를 가하여 사망에 이르게 한 사람, 사기 또는 강박으로 피상속인의 상속에 관한 유언 또는 유언의 철회를 방해한 사람, 사기 또는 강박으로 피상속인의 상속에 관한 유언을 하게 한 사람, 피상속인의 상속에 관한 유언서를 위조 · 변조 · 파기 또는 은닉한 사람은 상속인이 될 수 없다.근거법은 민법이다."
세대구분형공동주택,"공동주택의 주택 내부 공간의 일부를 세대별로 구분하여 생활이 가능한 구조로 하되, 그 구분된 공간 일부에 대하여 구분소유를 할 수 없는 주택으로서 건설기준, 설치기준, 면적기준 등이 다음 조건에 적합하게 건설된 주택을 말한다.사업계획의 승인을 받아 건설하는 공동주택의 경우① 세대구분형 공동주택의 세대별로 구분된 각각의 공간마다 별도의 욕실, 부엌과 현관을 설치할 것② 하나의 세대가 통합하여 사용할 수 있도록 세대간에 연결문 또는 경량구조의 경계벽 등을 설치할 것③ 세대구분형 공동주택은 주택단지 공동주택 전체 호수의 3분의 1을 넘지 아니할 것④ 세대구분형 공동주택의 세대별로 구분된 각각의 공간의 주거전용면적 합계가 주택단지 전체 주거전용면적 합계의 3분의 1을 넘지 아니 하는 등국토교통부장관이 정하는 주거전용면적의 비율에 관한 기준을 충족할 것.공동주택 관리법에 따른 행위허가를 받거나 신고를 하고 설치하는 공동주택의 경우① 구분된 공간의 세대수는 기존세대를 포함하여 2세대 이하일 것② 세대별로 구분된 각각의 공간마다 별도의 욕실, 부엌과 구분 출입문을 설치할 것③ 세대구분형 공동주택의 세대수가 해당 주택단지 안의 공동주택 전체 세대수의 10분의 1과 해당 동의 전체 세대수의 3분의 1을 각각 넘지 않을 것. 다만, 시장 · 군수 · 구청장이 부대시설의 규모 등 해당 주택단지의 여건을 고려하여 인정하는 범위에서 세대수의 기준을 넘을 수 있다.④ 구조, 화재, 소방 및 피난안전 등 관계 법령에서 정하는 안전 기준을 충족할 것.세대구분형 공동주택의 건설과 관련하여 주택건설기준 등을 적용하는 경우 세대구분형 공동주택의 세대수는 그 구분된 공간의 세대에 관계없이 하나의 세대로 산정한다. 부분임대아파트라고도 하며 2010년 동작구 흑석뉴타운에 공급된 '흑석 한강 센트레빌2차'에서 첫 도입되었다. 근거법은 주택법이다."
경쟁입찰,"다수의 입찰자를 참여시켜 경쟁으로 낙찰자를 선정하여 계약을 성립시키는 입찰방법을 말한다. 건설공사를 도급건설하려는 사업주체는 여러 입찰자로부터 낙찰희망 예정가격을 적은 입찰표를 받아 그 중에서 공사가격이 가장 낮은 것을 선택하며, 부동산을 매각하는 법원은 매각가격이 가장 높은 입찰자를 선정하는 것이 그 예다. 문서로 낙찰희망 예정가격을 기입하기 때문에 비밀이 유지되는 점이 다른 경매와 다른 점이다.입찰자의 수가 너무 많으면 의사결정과정이 복잡하므로 입찰자의 자격을 사전에 심사하여 입찰참가자의 수를 제한할 수 있다. 일반적으로 경쟁입찰은 일반경쟁입찰, 제한경쟁입찰, 지명경쟁입찰 등 3가지 방식으로 한다."
중도금,"부동산을 사고 팔 때 계약금으로 부동산금액의 1할 정도 지급하고, 다음에 2차로 부동산금액의 약 반액 정도를 지급하는데 이 금액을 말한다. 민법(565조 해약금)은 중도금을 지급하면 '당사자의 한쪽이 이행에 착수한 행위'로 보아 매도인이 계약을 해지할 수 없는 것으로 본다.매수인이 계약으로 정한기간 안에 잔금을 지급하지 않으면, 매도인은 계약을 해지할 수 있는데, 수령한 계약금과 중도금을 법원에 공탁하고 내용증명우편으로 ""귀하가 이행키로 한 자금을 지급하지 않아 계약을 해제하니 공탁금을 찾아가고 본인은 타인에게 팔겠다""는 통지를 내면 해결된다."
가압류등기,"가압류하여 해당 부동산의 권리관계가 변경된 것을 표시한 등기를 말한다. 부동산을 매매하거나 임차할 때 반드시 살펴보아야 하는 내용의 하나가 가압류등기 여부다.만일 A라는 사람이 압류등기가 된 집을 임차하여 입주하고 주민등록을 마쳤는데, 그 후 가압류한 빚 받을 채권자가 승소판결을 받아 임차주택을 강제경매 신청하여 B라는 사람이 경락받았다고 하자. 이럴 때 임차인 A는 채권자나 경락인 B로부터 보증금이나 전세금을 받을 수 없다. 가압류등기가 임차인 A의 임차권보다 우선하기 때문이다. 만일 임차인 A가 확정일자를 받아놓았다면 채권자가 가져가고 남은 돈은 돌려받을 수 있다."
맹지,도로에 직접 연결되지 않은 한 필지 혹은 획지(여러 필지)의 토지다. 사도를 개설하여 도로에 연결시켜야 이용할 수 있다. 이용이 제한을 받는 만큼 가격이 낮다. 건축법상 건물을 세울 수 없다. 맹지의 소유자는 공로(公路)로 나가기 위해 주위의 토지를 통행하거나 통로를 개설할 수 있는 ‘주위토지통행권’이 있다. 이 경우 통행권자는 통행지 소유자의 손해를 보상해야 한다(민법 제219조). 맹지는 감정평가시 효용감소분만큼 감가된다.
입주자대표회의,"공동주택이 전체 입주예정자의 과반수가 입주를 완료했을 때 입주자들 스스로 동별 세대 수에 비례한 대표자를 선출하고 선출된 인원으로 구성하는 당사자능력을 가진 비법인 사단이다.입주자대표회의는 공동주택관리규약 개정안의 제안, 아파트관리방법의 제안, 공용시설물의 사용료 부과기준의 결정, 단지안의 주차장 · 승강기 등의 유지 및 운영기준, 행위허가 또는 신고행위의 제안 등 중요한 사항을 의결할 수 있는 권리가 있으며 입주자대표회의의 회장은 입주자대표회의를 대표하고, 이사는 회장을 보좌하며 관리규약에 따라 그 직무를 대행한다. 감사는 관리주체의 회계 관계 업무와 관리업무전반을 감사한다.입주자대표회의의 회의는 공동주택관리규약에 따라 회장이 소집한다.관련법은 공동주택관리법이다."
신탁재산,"위탁자가 정한 신탁목적에 따라 수탁자가 관리 또는 처분하는 재산을 말한다. 신탁재산의 관리 · 처분 · 멸실 · 훼손 기타의 사유로 수탁자가 얻은 재산은 신탁재산에 속한다. 법인세법과 상속세 및 증여세법에는 피상속인이 신탁한 재산은 상속재산으로 본다. 다만, 타인이 신탁의 이익을 받을 권리를 소유하고 있는 경우에는 그 이익에 상당하는 가액은 상속재산으로 보지 않는다.피상속인이 신탁으로 인하여 타인으로부터 신탁의 이익을 받을 권리를 소유하고 있는 경우에는 당해 이익에 상당하는 가액을 상속재산에 포함한다. 이중 토지와 그 정착물은 신탁업자에게 신탁할 수 있으며 신탁의 종류는 분양형 신탁, 임대형 신탁, 혼합형 신탁이 있다. 공유재산의 분양형 신탁의 기간은 분양 종료 시까지로 하되 5년 이내로 하고, 임대형 신탁 및 혼합형 신탁의 경우에는 30년으로 하며 갱신이 가능하다.관련법은 신탁법 및 공유재산 및 물품 관리법이다."
하자담보책임기간,"민법에는 하자담보책임기간을 토지, 건물 기타 공작물 또는 지반공사는 5년간, 석조, 석회조, 연와조, 금속 기타 유사한 재료로 조성된 것은 10년으로 규정해 놓았으나, 공동주택관리법은 사업주체가 분양하는 공동주택은 민법의 규정에 상관없이 전유부분은 입주자에게 인도한 날부터, 공용부분은 사용검사일(또는 건축법의 사용승인일)로부터 주요 구조부인 내력구조부별 및 시설공사별로 10년 이내의 범위에서 담보책임기간을 정해 놓았다.자세히 보면 기둥 및 내력벽(하중을 받지 않는 조적벽 제외)은 10년, 보, 바닥 및 지붕은 5년간 하자를 책임지고 보수해 주어야 하며, 이 때 내력구조부의 하자는 발생한 결함으로 공동주택이 무너지거나 안전진단 결과 무너질 우려가 있다고 판정된 경우를 말한다.또 주요 구조부 외에 대지조성공사, 옥외급수 및 위생관련 공사, 지정 및 기초, 철근콘크리트공사, 철골공사, 조적공사, 목공사, 창호공사, 지붕 및 방수공사, 마감공사, 조경공사, 잡공사, 난방 · 환기 및 공기조화 설비 공사, 급배수위생설비공사, 가스 및 소화설비공사, 전기 및 전력설비공사, 통신 · 신호 및 방배설비공사, 지능형홈 네트워크 설비공사는 상세한 공사종류에 따라 1~4년의 하자담보책임기간을 정해두고 있으며, 공사상 잘못으로 인한 균열, 처짐, 비틀림, 침하, 파손, 붕괴, 누수, 누출, 작동 또는 기능불량, 부착 · 접지 또는 결선불량, 고사 및 입상불량 등이 발생하여 건축물 또는 시설물의 기능 · 미관 또는 안전상 지장을 초래할 정도의 하자가 발생하면 해당 공동주택의 입주자대표회의 등의 청구에 따라 사업주체가 그 하자를 보수하도록 정해 놓았다."
노인여가복지시설,"노인복지시설 중 하나로 다음과 같이 여러 가지가 있다.① 노인복지관 : 노인의 교양 · 취미생활 및 사회참여활동 등에 대한 각종 정보와 서비스를 제공하고, 건강증진 및 질병예방과 소득보장 · 재가복지, 그 밖에 노인의 복지증진에 필요한 서비스를 제공하는 시설,② 경로당 : 지역노인이 자율적으로 친목도모 · 취미활동 · 공동작업장 운영 및 각종 정보교환과 그 밖의 여가활동을 할 수 있도록 하는 장소를 제공하는 시설,③ 노인교실 : 노인에게 사회활동 참여욕구를 충족시키기 위해 건전한 취미생활 · 노인건강유지 · 소득보장 그 밖의 일상생활과 관련한 학습프로그램을 제공하는 시설. 근거법은 노인복지법이다."
다운계약서,"매도인과 매수인이 합의하여 실제 거래가격이 아닌 허위의 거래가격으로 계약한 계약서이다. 세금을 덜 내기 위해 하는 행위가 많고 대개 매수인의 제안으로 매도인이 수락하는 예가 많다.시장 군수는 신고한 거래계약서를 보고 정확하지 않다고 판단하면 신고한 사항의 사실여부를 확인하기 위하여 거래당사자나 개업공인중개사에게 계약서, 거래대금 지급을 증명할 수 있는 서면 등 관련 자료를 제출하도록 요구할 수 있고, 거래대금지급증명자료를 제출하지 않으면 3천만원 이하의 과태료를 부과하며, 거래대금지급증명자료 외의 자료를 제출하지 않거나 거짓으로 자료를 제출한 자에게는 5백만원 이하의 과태료를 부과한다.또, 부동산거래의 신고를 거짓으로 한 자에게는 해당 부동산등의 취득가액의 100분의 5 이하에 상당하는 금액의 과태료를 부과한다. 관련법은 부동산 거래신고에 관한 법률이다."
보전산지,"산림청장이 임업생산과 공익을 위해 지정하는 산지를 말한다. 즉 산림자원의 조성, 임업경영기반의 구축 등 임업생산 기능의 증진을 위해 지정하는 임업용산지와 임업생산과 함께 재해방지, 수원보호, 자연생태계 보전, 자연경관 보전, 국민보건휴양 증진 등의 공익 기능을 위하여 지정하는 공익용산지를 말한다.보전산지에서는 ① 국방 · 군사시설의 설치,② 사방시설, 하천, 제방, 저수지, 그 밖에 이에 준하는 국토보전시설의 설치,③ 도로, 철도, 석유 및 가스의 공급시설, 그 밖에 대통령령으로 정하는 공용 · 공공용시설의 설치,④ 산림보호, 산림자원의 보전 및 증식을 위한 시설로서 대통령령으로 정하는 시설의 설치,⑤ 임업시험연구를 위한 시설로서 대통령령으로 정하는 시설의 설치,⑥ 매장문화재의 발굴(지표조사를 포함), 문화재와 전통사찰의 복원 · 보수 · 이전 및 그 보존관리를 위한 시설의 설치, 문화재 · 전통사찰과 관련된 비석, 기념탑, 그 밖에 이와 유사한 시설의 설치,⑦ 기타 대통령령으로 정하는 발전 · 송전시설 등 전력시설, 신 · 재생에너지의 이용 · 보급을 위한 시설, 갱내채굴, 광해방지시설의 설치, 공공의 안전을 방해하는 위험시설이나 물건의 제거 등을 위해 산지전용 또는 산지일시사용을 하는 경우를 제외하고는 산지전용 또는 산지일시사용을 할 수 없다.근거법은 산지관리법이다."
불요식행위 · 요식행위,"법률행위를 조성하는 의사표시가 서면이나 그 밖의 일정한 방식에 따른 것을 요하는 행위를 요식행위, 일정한 방식에 따른 것을 요하지 않는 것을 불요식행위라고 한다."
등기부열람,"권리사항을 확인하기 위해 등기부를 살펴보는 것을 말한다. 누구든지 수수료를 내고 부동산등기부의 열람을 청구할 수 있다. 부동산등기부를 열람하려면 신청서를 제출해야 하는데 인터넷으로 등기부를 열람할 때는 신청서를 제출하지 않아도 된다.수작업 등기부는 신청인이 지정된 열람석에서 등 · 초본 발급 담당자가 동석한 상태로 열람할 수 있으며, 전산 등기부는 신청인이 등기소에 비치된 컴퓨터의 화면을 보거나 대법원 인터넷등기소에서 등기사항을 출력한 서면을 교부받아 열람할 수도 있다. 인터넷등기소에서 열람하면 민원인은 등기부에 기재되어 있는 내용의 전부 또는 일부를 인터넷을 통해 출력해서 볼 수 있다."
원리금 균등상환방식,"주택자금의 대출융자금 원금과 이자를 융자기간동안 매달 같은 금액으로 나누어 갚아가는 방식이다. 이자는 변동이자율이 아닌 고정이자율이다. 초기에는 원금이 많이 남아있으므로 이자를 많이 지급해야 하나 상환할수록 대출원금이 줄어들게 되므로 이자도 점차 줄어든다.따라서 후기로 갈수록 이자부담은 적어지나 원금상환 비중은 커지는 결과가 된다. 한국주택금융공사에서 시행하는 모기지론의 상환방식도 이 방식을 채택하고 있다. 주택구입시 장기 저리로 대출받는 경우 대개 이 방식이 많이 쓰인다. 고정이자율은 대출시 약정한 이자율을 상환만기까지 유지하는 방식이고 변동이자율은 금리변동에 따라 이자율을 조정하는 방식이다.고정이자율을 택한 경우 상환기간 중에 이자율이 하락하면 차입자는 조기에 상환하고 새로 융자받으려 할 것이므로, 대출기관은 이러한 위험을 방지하기 위해 보통 조기상환시의 벌금(prepayment penalty)조항을 계약서에 명시한다."
답,"28개 지목(地目) 중 하나로, 물을 상시적으로 직접 이용하여 벼 · 연(蓮) · 미나리 · 왕골 등의 식물을 주로 재배하는 토지를 말한다. 근거는 공간정보의 구축 및 관리 등에 관한 법률시행령이다."
배타성,"하나의 물권 위에 서로 양립할 수 있는 내용의 권리가 두 개 이상 동시에 성립할 수 없다는 것을 법률로 인정하는 것을 말한다. 하나의 물건을 어떤 자가 지배하면, 다른 자의 지배를 인정할 수 없는 물권의 특성을 말한다.즉 이 배타성은 물권과 채권을 구별하는 중요한 기준인데 물권은 물건을 직접 지배하는 권리로, 특정의 상대방이라는 것이 없고 일반인을 의무자로 하여 모든 자에게 주장할 수 있는 절대권이므로 배타성을 인정하지 않는다면 그 실효를 거둘 수 없다. 그러나 채권은 특정인 채무자를 의무자로하여 그 자에게만 주장할 수 있는 상대권이고, 그 채권 내용의 실현여부는 채무자의 자유의사에 달려 있으므로 배타성이 인정되지 않는다.이와 같은 물권의 배타성을 인정하려면 거래의 안전을 위하여 그 물권의 존재를 외부에서 알 수 있도록 하는 공시방법을 강구해야 하는데 이것을 공시의 원칙이라고 한다. 공시방법은 부동산의 경우 등기, 동산의 경우 점유가 있고 그 밖에 수목의 집단에 인정되는 명인방법이 있다. 근거법은 민법이다."
영속성,"토지는 다른 상품과 달리 계속되는 이용에도 불구하고 소모나 마멸되지 않는 성질이 있다. 즉, 시간의 무한성이라 할 수 있다. 토지의 자연가치(自然價値)는 인간이 만들어 내는 경제의 호황이나 불황과 달리 아무런 변화가 없다. 인간은 생사(生死)가 있어서 토지를 영원히 점유 · 사용 · 소유할 수 없다.설령 후손에게 지속적으로 상속시킨다 하더라도 혼인관계로 타인과 공동소유관계(共同所有關係)가 성립하기 때문에 일가(一家)가 배타적으로 독점할 수 없다. 이에 반해 건물은 인공물이기 때문에 반영속적(半永續的)이라 할 수 있다."
게스트 하우스,"주로 젊은이를 중심으로 가볍게 입주할 수 있는 거주형태로 인기가 있다. 방은 개별 실이나, 부엌, 화장실, 샤워 룸 등은 공동시설로 하는 경우가 많다. 국적이 다른 젊은 친구가 가정적 분위기 속에서 교류를 긴밀하게 할 수 있다. 유럽, 미국, 호주 등에서 보급되고 있다."
